592 9624
72 180 36.0082304527
72 202 154.3209876543
72 204 -66.8724279835
72 207 -61.7283950617
72 208 -154.3209876543
72 210 -66.8724279835
72 234 36.0082304527
73 46 -30.8641975309
73 47 72.0164609053
73 70 -30.8641975309
73 72 72.0164609053
73 73 390.9465020576
73 76 -30.8641975309
73 78 -72.0164609053
73 100 -30.8641975309
73 101 -72.0164609053
73 208 -267.4897119342
74 46 30.8641975309
74 47 -133.7448559671
74 71 -30.8641975309
74 74 390.9465020576
74 77 -30.8641975309
74 100 -30.8641975309
74 101 -133.7448559671
74 209 -61.7283950617
75 48 -30.8641975309
75 70 30.8641975309
75 72 -133.7448559671
75 75 390.9465020576
75 76 -30.8641975309
75 78 -133.7448559671
75 102 -30.8641975309
75 210 -61.7283950617
76 46 18.0041152263
76 47 10.2880658436
76 48 10.2880658436
76 49 -15.4320987654
76 50 -15.4320987654
76 73 -30.8641975309
76 75 -30.8641975309
76 76 293.2098765432
76 78 -51.4403292181
76 100 18.0041152263
76 101 -10.2880658436
76 102 10.2880658436
76 103 -15.4320987654
76 104 15.4320987654
76 184 -33.4362139918
76 185 77.1604938272
76 186 -10.2880658436
76 208 -66.8724279835
76 210 154.3209876543
76 211 -133.7448559671
76 213 -72.0164609053
76 238 -33.4362139918
76 239 -77.1604938272
76 240 -10.2880658436
77 46 -10.2880658436
77 47 -33.4362139918
77 48 -77.1604938272
77 49 -36.0082304527
77 50 -66.8724279835
77 51 36.0082304527
77 74 -30.8641975309
77 77 293.2098765432
77 100 10.2880658436
77 101 -33.4362139918
77 102 77.1604938272
77 103 36.0082304527
77 104 -66.8724279835
77 105 -36.0082304527
77 184 77.1604938272
77 185 -33.4362139918
77 186 10.2880658436
77 209 36.0082304527
77 212 -30.8641975309
77 238 -77.1604938272
77 239 -33.4362139918
77 240 -10.2880658436
78 46 -10.2880658436
78 47 -77.1604938272
78 48 -33.4362139918
78 50 15.4320987654
78 51 -15.4320987654
78 73 -72.0164609053
78 75 -133.7448559671
78 76 -51.4403292181
78 78 293.2098765432
78 100 -10.2880658436
78 101 77.1604938272
78 102 -33.4362139918
78 104 -15.4320987654
78 105 -15.4320987654
78 184 10.2880658436
78 185 -10.2880658436
78 186 18.0041152263
78 208 154.3209876543
78 210 -66.8724279835
78 211 -30.8641975309
78 213 -30.8641975309
78 238 10.2880658436
78 239 10.2880658436
78 240 18.0041152263
79 52 -15.4320987654
79 53 36.0082304527
79 79 195.4732510288
79 81 102.8806584362
79 82 -30.8641975309
79 84 -72.0164609053
79 106 -15.4320987654
79 107 -36.0082304527
79 214 -133.7448559671
79 216 -30.8641975309
80 52 15.4320987654
80 53 -66.8724279835
80 54 15.4320987654
80 80 195.4732510288
80 83 -30.8641975309
80 106 -15.4320987654
80 107 -66.8724279835
80 108 -15.4320987654
80 215 -30.8641975309
81 53 36.0082304527
81 54 -15.4320987654
81 79 102.8806584362
81 81 195.4732510288
81 82 -30.8641975309
81 84 -133.7448559671
81 107 -36.0082304527
81 108 -15.4320987654
81 214 -72.0164609053
81 216 -30.8641975309
82 52 18.0041152263
82 53 10.2880658436
82 54 10.2880658436
82 55 -30.8641975309
82 56 -30.8641975309
82 58 18.0041152263
82 59 10.2880658436
82 60 -10.2880658436
82 79 -30.8641975309
82 81 -30.8641975309
82 82 586.4197530864
82 85 -30.8641975309
82 87 30.8641975309
82 106 18.0041152263
82 107 -10.2880658436
82 108 10.2880658436
82 109 -30.8641975309
82 110 30.8641975309
82 112 18.0041152263
82 113 -10.2880658436
82 114 -10.2880658436
82 190 -66.8724279835
82 191 154.3209876543
82 214 -66.8724279835
82 216 154.3209876543
82 217 -267.4897119342
82 220 -66.8724279835
82 222 -154.3209876543
82 244 -66.8724279835
82 245 -154.3209876543
83 52 -10.2880658436
83 53 -33.4362139918
83 54 -77.1604938272
83 55 -72.0164609053
83 56 -133.7448559671
83 58 -10.2880658436
83 59 -33.4362139918
83 60 77.1604938272
83 80 -30.8641975309
83 83 586.4197530864
83 86 -30.8641975309
83 106 10.2880658436
83 107 -33.4362139918
83 108 77.1604938272
83 109 72.0164609053
83 110 -133.7448559671
83 112 10.2880658436
83 113 -33.4362139918
83 114 -77.1604938272
83 190 154.3209876543
83 191 -66.8724279835
83 215 36.0082304527
83 218 -61.7283950617
83 221 36.0082304527
83 244 -154.3209876543
83 245 -66.8724279835
84 52 -10.2880658436
84 53 -77.1604938272
84 54 -33.4362139918
84 57 -30.8641975309
84 58 10.2880658436
84 59 77.1604938272
84 60 -33.4362139918
84 79 -72.0164609053
84 81 -133.7448559671
84 84 586.4197530864
84 85 72.0164609053
84 87 -133.7448559671
84 106 -10.2880658436
84 107 77.1604938272
84 108 -33.4362139918
84 111 -30.8641975309
84 112 10.2880658436
84 113 -77.1604938272
84 114 -33.4362139918
84 192 36.0082304527
84 214 154.3209876543
84 216 -66.8724279835
84 219 -61.7283950617
84 220 -154.3209876543
84 222 -66.8724279835
84 246 36.0082304527
85 58 -30.8641975309
85 59 72.0164609053
85 82 -30.8641975309
85 84 72.0164609053
85 85 390.9465020576
85 88 -30.8641975309
85 90 -72.0164609053
85 112 -30.8641975309
85 113 -72.0164609053
85 220 -267.4897119342
86 58 30.8641975309
86 59 -133.7448559671
86 83 -30.8641975309
86 86 390.9465020576
86 89 -30.8641975309
86 112 -30.8641975309
86 113 -133.7448559671
86 221 -61.7283950617
87 60 -30.8641975309
87 82 30.8641975309
87 84 -133.7448559671
87 87 390.9465020576
87 88 -30.8641975309
87 90 -133.7448559671
87 114 -30.8641975309
87 222 -61.7283950617
88 58 18.0041152263
88 59 10.2880658436
88 60 10.2880658436
88 61 -30.8641975309
88 62 -30.8641975309
88 64 18.0041152263
88 65 10.2880658436
88 66 -10.2880658436
88 85 -30.8641975309
88 87 -30.8641975309
88 88 586.4197530864
88 91 -30.8641975309
88 93 30.8641975309
88 112 18.0041152263
88 113 -10.2880658436
88 114 10.2880658436
88 115 -30.8641975309
88 116 30.8641975309
88 118 18.0041152263
88 119 -10.2880658436
88 120 -10.2880658436
88 196 -66.8724279835
88 197 154.3209876543
88 220 -66.8724279835
88 222 154.3209876543
88 223 -267.4897119342
88 226 -66.8724279835
88 228 -154.3209876543
88 250 -66.8724279835
88 251 -154.3209876543
89 58 -10.2880658436
89 59 -33.4362139918
89 60 -77.1604938272
89 61 -72.0164609053
89 62 -133.7448559671
89 64 -10.2880658436
89 65 -33.4362139918
89 66 77.1604938272
89 86 -30.8641975309
89 89 586.4197530864
89 92 -30.8641975309
89 112 10.2880658436
89 113 -33.4362139918
89 114 77.1604938272
89 115 72.0164609053
89 116 -133.7448559671
89 118 10.2880658436
89 119 -33.4362139918
89 120 -77.1604938272
89 196 154.3209876543
89 197 -66.8724279835
89 221 36.0082304527
89 224 -61.7283950617
89 227 36.0082304527
89 250 -154.3209876543
89 251 -66.8724279835
90 58 -10.2880658436
90 59 -77.1604938272
90 60 -33.4362139918
90 63 -30.8641975309
90 64 10.2880658436
90 65 77.1604938272
90 66 -33.4362139918
90 85 -72.0164609053
90 87 -133.7448559671
90 90 586.4197530864
90 91 72.0164609053
90 93 -133.7448559671
90 112 -10.2880658436
90 113 77.1604938272
90 114 -33.4362139918
90 117 -30.8641975309
90 118 10.2880658436
90 119 -77.1604938272
90 120 -33.4362139918
90 198 36.0082304527
90 220 154.3209876543
90 222 -66.8724279835
90 225 -61.7283950617
90 226 -154.3209876543
90 228 -66.8724279835
90 252 36.0082304527
91 64 -30.8641975309
91 65 72.0164609053
91 88 -30.8641975309
91 90 72.0164609053
91 91 390.9465020576
91 94 -30.8641975309
91 96 -72.0164609053
91 118 -30.8641975309
91 119 -72.0164609053
91 226 -267.4897119342
92 64 30.8641975309
92 65 -133.7448559671
92 89 -30.8641975309
92 92 390.9465020576
92 95 -30.8641975309
92 118 -30.8641975309
92 119 -133.7448559671
92 227 -61.7283950617
93 66 -30.8641975309
93 88 30.8641975309
93 90 -133.7448559671
93 93 390.9465020576
93 94 -30.8641975309
93 96 -133.7448559671
93 120 -30.8641975309
93 228 -61.7283950617
94 64 18.0041152263
94 65 10.2880658436
94 66 10.2880658436
94 67 -30.8641975309
94 68 -30.8641975309
94 70 18.0041152263
94 71 10.2880658436
94 72 -10.2880658436
94 91 -30.8641975309
94 93 -30.8641975309
94 94 586.4197530864
94 97 -30.8641975309
94 99 30.8641975309
94 118 18.0041152263
94 119 -10.2880658436
94 120 10.2880658436
94 121 -30.8641975309
94 122 30.8641975309
94 124 18.0041152263
94 125 -10.2880658436
94 126 -10.2880658436
94 202 -66.8724279835
94 203 154.3209876543
94 226 -66.8724279835
94 228 154.3209876543
94 229 -267.4897119342
94 232 -66.8724279835
94 234 -154.3209876543
94 256 -66.8724279835
94 257 -154.3209876543
95 64 -10.2880658436
95 65 -33.4362139918
95 66 -77.1604938272
95 67 -72.0164609053
95 68 -133.7448559671
95 70 -10.2880658436
95 71 -33.4362139918
95 72 77.1604938272
95 92 -30.8641975309
95 95 586.4197530864
95 98 -30.8641975309
95 118 10.2880658436
95 119 -33.4362139918
95 120 77.1604938272
95 121 72.0164609053
95 122 -133.7448559671
95 124 10.2880658436
95 125 -33.4362139918
95 126 -77.1604938272
95 202 154.3209876543
95 203 -66.8724279835
95 227 36.0082304527
95 230 -61.7283950617
95 233 36.0082304527
95 256 -154.3209876543
95 257 -66.8724279835
96 64 -10.2880658436
96 65 -77.1604938272
96 66 -33.4362139918
96 69 -30.8641975309
96 70 10.2880658436
96 71 77.1604938272
96 72 -33.4362139918
96 91 -72.0164609053
96 93 -133.7448559671
96 96 586.4197530864
96 97 72.0164609053
96 99 -133.7448559671
96 118 -10.2880658436
96 119 77.1604938272
96 120 -33.4362139918
96 123 -30.8641975309
96 124 10.2880658436
96 125 -77.1604938272
96 126 -33.4362139918
96 204 36.0082304527
96 226 154.3209876543
96 228 -66.8724279835
96 231 -61.7283950617
96 232 -154.3209876543
96 234 -66.8724279835
96 258 36.0082304527
97 70 -30.8641975309
97 71 72.0164609053
97 94 -30.8641975309
97 96 72.0164609053
97 97 390.9465020576
97 100 -30.8641975309
97 102 -72.0164609053
97 124 -30.8641975309
97 125 -72.0164609053
97 232 -267.4897119342
98 70 30.8641975309
98 71 -133.7448559671
98 95 -30.8641975309
98 98 390.9465020576
98 101 -30.8641975309
98 124 -30.8641975309
98 125 -133.7448559671
98 233 -61.7283950617
99 72 -30.8641975309
99 94 30.8641975309
99 96 -133.7448559671
99 99 390.9465020576
99 100 -30.8641975309
99 102 -133.7448559671
99 126 -30.8641975309
99 234 -61.7283950617
100 70 18.0041152263
100 71 10.2880658436
100 72 10.2880658436
100 73 -30.8641975309
100 74 -30.8641975309
100 76 18.0041152263
100 77 10.2880658436
100 78 -10.2880658436
100 97 -30.8641975309
100 99 -30.8641975309
100 100 586.4197530864
100 103 -30.8641975309
100 105 30.8641975309
100 124 18.0041152263
100 125 -10.2880658436
100 126 10.2880658436
100 127 -30.8641975309
100 128 30.8641975309
100 130 18.0041152263
100 131 -10.2880658436
100 132 -10.2880658436
100 208 -66.8724279835
100 209 154.3209876543
100 232 -66.8724279835
100 234 154.3209876543
100 235 -267.4897119342
100 238 -66.8724279835
100 240 -154.3209876543
100 262 -66.8724279835
100 263 -154.3209876543
101 70 -10.2880658436
101 71 -33.4362139918
101 72 -77.1604938272
101 73 -72.0164609053
101 74 -133.7448559671
101 76 -10.2880658436
101 77 -33.4362139918
101 78 77.1604938272
101 98 -30.8641975309
101 101 586.4197530864
101 104 -30.8641975309
101 124 10.2880658436
101 125 -33.4362139918
101 126 77.1604938272
101 127 72.0164609053
101 128 -133.7448559671
101 130 10.2880658436
101 131 -33.4362139918
101 132 -77.1604938272
101 208 154.3209876543
101 209 -66.8724279835
101 233 36.0082304527
101 236 -61.7283950617
101 239 36.0082304527
101 262 -154.3209876543
101 263 -66.8724279835
102 70 -10.2880658436
102 71 -77.1604938272
102 72 -33.4362139918
102 75 -30.8641975309
102 76 10.2880658436
102 77 77.1604938272
102 78 -33.4362139918
102 97 -72.0164609053
102 99 -133.7448559671
102 102 586.4197530864
102 103 72.0164609053
102 105 -133.7448559671
102 124 -10.2880658436
102 125 77.1604938272
102 126 -33.4362139918
102 129 -30.8641975309
102 130 10.2880658436
102 131 -77.1604938272
102 132 -33.4362139918
102 210 36.0082304527
102 232 154.3209876543
102 234 -66.8724279835
102 237 -61.7283950617
102 238 -154.3209876543
102 240 -66.8724279835
102 264 36.0082304527
103 76 -15.4320987654
103 77 36.0082304527
103 100 -30.8641975309
103 102 72.0164609053
103 103 195.4732510288
103 105 -102.8806584362
103 130 -15.4320987654
103 131 -36.0082304527
103 238 -133.7448559671
103 240 30.8641975309
104 76 15.4320987654
104 77 -66.8724279835
104 78 -15.4320987654
104 101 -30.8641975309
104 104 195.4732510288
104 130 -15.4320987654
104 131 -66.8724279835
104 132 15.4320987654
104 239 -30.8641975309
105 77 -36.0082304527
105 78 -15.4320987654
105 100 30.8641975309
105 102 -133.7448559671
105 103 -102.8806584362
105 105 195.4732510288
105 131 36.0082304527
105 132 -15.4320987654
105 238 72.0164609053
105 240 -30.8641975309
106 79 -15.4320987654
106 80 -15.4320987654
106 82 18.0041152263
106 83 10.2880658436
106 84 -10.2880658436
106 106 146.6049382716
106 107 -25.7201646091
106 108 25.7201646091
106 109 -15.4320987654
106 111 15.4320987654
106 214 -33.4362139918
106 215 77.1604938272
106 216 10.2880658436
106 241 -66.8724279835
106 242 -36.0082304527
106 243 36.0082304527
106 244 -33.4362139918
106 245 -10.2880658436
106 246 -77.1604938272
107 79 -36.0082304527
107 80 -66.8724279835
107 81 -36.0082304527
107 82 -10.2880658436
107 83 -33.4362139918
107 84 77.1604938272
107 106 -25.7201646091
107 107 146.6049382716
107 108 -25.7201646091
107 110 -15.4320987654
107 111 -15.4320987654
107 214 77.1604938272
107 215 -33.4362139918
107 216 -10.2880658436
107 241 -15.4320987654
107 242 -15.4320987654
107 244 10.2880658436
107 245 18.0041152263
107 246 10.2880658436
108 80 -15.4320987654
108 81 -15.4320987654
108 82 10.2880658436
108 83 77.1604938272
108 84 -33.4362139918
108 106 25.7201646091
108 107 -25.7201646091
108 108 146.6049382716
108 109 36.0082304527
108 110 -36.0082304527
108 111 -66.8724279835
108 214 -10.2880658436
108 215 10.2880658436
108 216 18.0041152263
108 241 15.4320987654
108 243 -15.4320987654
108 244 -77.1604938272
108 245 -10.2880658436
108 246 -33.4362139918
109 82 -30.8641975309
109 83 72.0164609053
109 106 -15.4320987654
109 108 36.0082304527
109 109 195.4732510288
109 110 -102.8806584362
109 112 -15.4320987654
109 114 -36.0082304527
109 244 -133.7448559671
109 245 30.8641975309
110 82 30.8641975309
110 83 -133.7448559671
110 107 -15.4320987654
110 108 -36.0082304527
110 109 -102.8806584362
110 110 195.4732510288
110 113 -15.4320987654
110 114 36.0082304527
110 244 72.0164609053
110 245 -30.8641975309
111 84 -30.8641975309
111 106 15.4320987654
111 107 -15.4320987654
111 108 -66.8724279835
111 111 195.4732510288
111 112 -15.4320987654
111 113 15.4320987654
111 114 -66.8724279835
111 246 -30.8641975309
112 82 18.0041152263
112 83 10.2880658436
112 84 10.2880658436
112 85 -30.8641975309
112 86 -30.8641975309
112 88 18.0041152263
112 89 10.2880658436
112 90 -10.2880658436
112 109 -15.4320987654
112 111 -15.4320987654
112 112 293.2098765432
112 113 -51.4403292181
112 115 -15.4320987654
112 117 15.4320987654
112 220 -66.8724279835
112 221 154.3209876543
112 244 -33.4362139918
112 245 -10.2880658436
112 246 77.1604938272
112 247 -133.7448559671
112 248 -72.0164609053
112 250 -33.4362139918
112 251 -10.2880658436
112 252 -77.1604938272
113 82 -10.2880658436
113 83 -33.4362139918
113 84 -77.1604938272
113 85 -72.0164609053
113 86 -133.7448559671
113 88 -10.2880658436
113 89 -33.4362139918
113 90 77.1604938272
113 110 -15.4320987654
113 111 15.4320987654
113 112 -51.4403292181
113 113 293.2098765432
113 116 -15.4320987654
113 117 -15.4320987654
113 220 154.3209876543
113 221 -66.8724279835
113 244 10.2880658436
113 245 18.0041152263
113 246 -10.2880658436
113 247 -30.8641975309
113 248 -30.8641975309
113 250 10.2880658436
113 251 18.0041152263
113 252 10.2880658436
114 82 -10.2880658436
114 83 -77.1604938272
114 84 -33.4362139918
114 87 -30.8641975309
114 88 10.2880658436
114 89 77.1604938272
114 90 -33.4362139918
114 109 -36.0082304527
114 110 36.0082304527
114 111 -66.8724279835
114 114 293.2098765432
114 115 36.0082304527
114 116 -36.0082304527
114 117 -66.8724279835
114 222 36.0082304527
114 244 77.1604938272
114 245 10.2880658436
114 246 -33.4362139918
114 249 -30.8641975309
114 250 -77.1604938272
114 251 -10.2880658436
114 252 -33.4362139918
115 88 -30.8641975309
115 89 72.0164609053
115 112 -15.4320987654
115 114 36.0082304527
115 115 195.4732510288
115 116 -102.8806584362
115 118 -15.4320987654
115 120 -36.0082304527
115 250 -133.7448559671
115 251 30.8641975309
116 88 30.8641975309
116 89 -133.7448559671
116 113 -15.4320987654
116 114 -36.0082304527
116 115 -102.8806584362
116 116 195.4732510288
116 119 -15.4320987654
116 120 36.0082304527
116 250 72.0164609053
116 251 -30.8641975309
117 90 -30.8641975309
117 112 15.4320987654
117 113 -15.4320987654
117 114 -66.8724279835
117 117 195.4732510288
117 118 -15.4320987654
117 119 15.4320987654
117 120 -66.8724279835
117 252 -30.8641975309
118 88 18.0041152263
118 89 10.2880658436
118 90 10.2880658436
118 91 -30.8641975309
118 92 -30.8641975309
118 94 18.0041152263
118 95 10.2880658436
118 96 -10.2880658436
118 115 -15.4320987654
118 117 -15.4320987654
118 118 293.2098765432
118 119 -51.4403292181
118 121 -15.4320987654
118 123 15.4320987654
118 226 -66.8724279835
118 227 154.3209876543
118 250 -33.4362139918
118 251 -10.2880658436
118 252 77.1604938272
118 253 -133.7448559671
118 254 -72.0164609053
118 256 -33.4362139918
118 257 -10.2880658436
118 258 -77.1604938272
119 88 -10.2880658436
119 89 -33.4362139918
119 90 -77.1604938272
119 91 -72.0164609053
119 92 -133.7448559671
119 94 -10.2880658436
119 95 -33.4362139918
119 96 77.1604938272
119 116 -15.4320987654
119 117 15.4320987654
119 118 -51.4403292181
119 119 293.2098765432
119 122 -15.4320987654
119 123 -15.4320987654
119 226 154.3209876543
119 227 -66.8724279835
119 250 10.2880658436
119 251 18.0041152263
119 252 -10.2880658436
119 253 -30.8641975309
119 254 -30.8641975309
119 256 10.2880658436
119 257 18.0041152263
119 258 10.2880658436
120 88 -10.2880658436
120 89 -77.1604938272
120 90 -33.4362139918
120 93 -30.8641975309
120 94 10.2880658436
120 95 77.1604938272
120 96 -33.4362139918
120 115 -36.0082304527
120 116 36.0082304527
120 117 -66.8724279835
120 120 293.2098765432
120 121 36.0082304527
120 122 -36.0082304527
120 123 -66.8724279835
120 228 36.0082304527
120 250 77.1604938272
120 251 10.2880658436
120 252 -33.4362139918
120 255 -30.8641975309
120 256 -77.1604938272
120 257 -10.2880658436
120 258 -33.4362139918
121 94 -30.8641975309
121 95 72.0164609053
121 118 -15.4320987654
121 120 36.0082304527
121 121 195.4732510288
121 122 -102.8806584362
121 124 -15.4320987654
121 126 -36.0082304527
121 256 -133.7448559671
121 257 30.8641975309
122 94 30.8641975309
122 95 -133.7448559671
122 119 -15.4320987654
122 120 -36.0082304527
122 121 -102.8806584362
122 122 195.4732510288
122 125 -15.4320987654
122 126 36.0082304527
122 256 72.0164609053
122 257 -30.8641975309
123 96 -30.8641975309
123 118 15.4320987654
123 119 -15.4320987654
123 120 -66.8724279835
123 123 195.4732510288
123 124 -15.4320987654
123 125 15.4320987654
123 126 -66.8724279835
123 258 -30.8641975309
124 94 18.0041152263
124 95 10.2880658436
124 96 10.2880658436
124 97 -30.8641975309
124 98 -30.8641975309
124 100 18.0041152263
124 101 10.2880658436
124 102 -10.2880658436
124 121 -15.4320987654
124 123 -15.4320987654
124 124 293.2098765432
124 125 -51.4403292181
124 127 -15.4320987654
124 129 15.4320987654
124 232 -66.8724279835
124 233 154.3209876543
124 256 -33.4362139918
124 257 -10.2880658436
124 258 77.1604938272
124 259 -133.7448559671
124 260 -72.0164609053
124 262 -33.4362139918
124 263 -10.2880658436
124 264 -77.1604938272
125 94 -10.2880658436
125 95 -33.4362139918
125 96 -77.1604938272
125 97 -72.0164609053
125 98 -133.7448559671
125 100 -10.2880658436
125 101 -33.4362139918
125 102 77.1604938272
125 122 -15.4320987654
125 123 15.4320987654
125 124 -51.4403292181
125 125 293.2098765432
125 128 -15.4320987654
125 129 -15.4320987654
125 232 154.3209876543
125 233 -66.8724279835
125 256 10.2880658436
125 257 18.0041152263
125 258 -10.2880658436
125 259 -30.8641975309
125 260 -30.8641975309
125 262 10.2880658436
125 263 18.0041152263
125 264 10.2880658436
126 94 -10.2880658436
126 95 -77.1604938272
126 96 -33.4362139918
126 99 -30.8641975309
126 100 10.2880658436
126 101 77.1604938272
126 102 -33.4362139918
